133.0, 92.0, 134.0, 91.0, 0x000000ff
135.0, 91.0, 132.0, 96.0, 0x000000ff
133.0, 96.0, 134.0, 95.0, 0x000000ff
133.0, 97.0, 134.0, 96.0, 0x000000ff
133.0, 98.0, 134.0, 97.0, 0x000000ff
133.0, 99.0, 134.0, 98.0, 0x000000ff
133.0, 100.0, 134.0, 99.0, 0x000000ff
134.0, 100.0, 135.0, 99.0, 0x000000ff
134.0, 101.0, 135.0, 100.0, 0x000000ff
134.0, 102.0, 135.0, 101.0, 0x000000ff
134.0, 103.0, 135.0, 102.0, 0x000000ff
135.0, 104.0, 136.0, 103.0, 0x000000ff
135.0, 105.0, 136.0, 104.0, 0x000000ff
135.0, 106.0, 136.0, 105.0, 0x000000ff
137.0, 105.0, 135.0, 109.0, 0x000000ff
136.0, 109.0, 137.0, 108.0, 0x000000ff
137.0, 110.0, 138.0, 109.0, 0x000000ff
138.0, 111.0, 139.0, 110.0, 0x000000ff
138.0, 112.0, 139.0, 111.0, 0x000000ff
139.0, 112.0, 140.0, 111.0, 0x000000ff
139.0, 113.0, 140.0, 112.0, 0x000000ff
140.0, 114.0, 141.0, 113.0, 0x000000ff
140.0, 115.0, 141.0, 114.0, 0x000000ff
141.0, 116.0, 142.0, 115.0, 0x000000ff
142.0, 117.0, 143.0, 116.0, 0x000000ff
142.0, 118.0, 143.0, 117.0, 0x000000ff
143.0, 119.0, 144.0, 118.0, 0x000000ff
144.0, 120.0, 145.0, 119.0, 0x000000ff
144.0, 121.0, 145.0, 120.0, 0x000000ff
145.0, 122.0, 146.0, 121.0, 0x000000ff
146.0, 123.0, 147.0, 122.0, 0x000000ff
147.0, 124.0, 148.0, 123.0, 0x000000ff
149.0, 123.0, 147.0, 126.0, 0x000000ff
148.0, 126.0, 149.0, 125.0, 0x000000ff
149.0, 127.0, 150.0, 126.0, 0x000000ff
150.0, 128.0, 151.0, 127.0, 0x000000ff
151.0, 129.0, 152.0, 128.0, 0x000000ff
152.0, 130.0, 153.0, 129.0, 0x000000ff
153.0, 131.0, 154.0, 130.0, 0x000000ff
154.0, 132.0, 155.0, 131.0, 0x000000ff
156.0, 131.0, 155.0, 134.0, 0x000000ff
156.0, 134.0, 157.0, 133.0, 0x000000ff
157.0, 135.0, 158.0, 134.0, 0x000000ff
159.0, 134.0, 157.0, 137.0, 0x000000ff
158.0, 137.0, 159.0, 136.0, 0x000000ff
159.0, 138.0, 160.0, 137.0, 0x000000ff
161.0, 137.0, 160.0, 139.0, 0x000000ff
161.0, 139.0, 162.0, 138.0, 0x000000ff
163.0, 138.0, 169.0, 147.0, 0x000000ff
170.0, 147.0, 171.0, 146.0, 0x000000ff
172.0, 146.0, 170.0, 149.0, 0x000000ff
171.0, 149.0, 172.0, 148.0, 0x000000ff
173.0, 148.0, 172.0, 150.0, 0x000000ff
173.0, 150.0, 174.0, 149.0, 0x000000ff
175.0, 149.0, 173.0, 152.0, 0x000000ff
174.0, 152.0, 175.0, 151.0, 0x000000ff
176.0, 151.0, 175.0, 153.0, 0x000000ff
176.0, 153.0, 177.0, 152.0, 0x000000ff
178.0, 152.0, 177.0, 155.0, 0x000000ff
178.0, 155.0, 179.0, 154.0, 0x000000ff
179.0, 156.0, 180.0, 155.0, 0x000000ff
181.0, 155.0, 180.0, 157.0, 0x000000ff
181.0, 157.0, 182.0, 156.0, 0x000000ff
183.0, 156.0, 181.0, 159.0, 0x000000ff
182.0, 159.0, 183.0, 158.0, 0x000000ff
184.0, 158.0, 183.0, 160.0, 0x000000ff
184.0, 160.0, 185.0, 159.0, 0x000000ff
185.0, 161.0, 186.0, 160.0, 0x000000ff
187.0, 160.0, 191.0, 167.0, 0x000000ff
192.0, 167.0, 193.0, 166.0, 0x000000ff
194.0, 166.0, 193.0, 168.0, 0x000000ff
194.0, 168.0, 195.0, 167.0, 0x000000ff
196.0, 167.0, 194.0, 170.0, 0x000000ff
195.0, 170.0, 196.0, 169.0, 0x000000ff
197.0, 169.0, 196.0, 171.0, 0x000000ff
197.0, 171.0, 198.0, 170.0, 0x000000ff
198.0, 172.0, 199.0, 171.0, 0x000000ff
200.0, 171.0, 199.0, 174.0, 0x000000ff
200.0, 174.0, 201.0, 173.0, 0x000000ff
202.0, 173.0, 201.0, 175.0, 0x000000ff
202.0, 175.0, 203.0, 174.0, 0x000000ff
204.0, 174.0, 202.0, 177.0, 0x000000ff
203.0, 177.0, 204.0, 176.0, 0x000000ff
205.0, 176.0, 204.0, 178.0, 0x000000ff
205.0, 178.0, 206.0, 177.0, 0x000000ff
206.0, 179.0, 207.0, 178.0, 0x000000ff
208.0, 178.0, 207.0, 180.0, 0x000000ff
208.0, 180.0, 209.0, 179.0, 0x000000ff
210.0, 179.0, 208.0, 182.0, 0x000000ff
209.0, 182.0, 210.0, 181.0, 0x000000ff
210.0, 183.0, 211.0, 182.0, 0x000000ff
212.0, 182.0, 212.0, 186.0, 0x000000ff
213.0, 186.0, 214.0, 185.0, 0x000000ff
215.0, 185.0, 214.0, 187.0, 0x000000ff
215.0, 187.0, 216.0, 186.0, 0x000000ff
216.0, 188.0, 217.0, 187.0, 0x000000ff
217.0, 189.0, 218.0, 188.0, 0x000000ff
218.0, 190.0, 219.0, 189.0, 0x000000ff
219.0, 191.0, 220.0, 190.0, 0x000000ff
221.0, 190.0, 219.0, 193.0, 0x000000ff
220.0, 193.0, 221.0, 192.0, 0x000000ff
222.0, 192.0, 221.0, 194.0, 0x000000ff
222.0, 194.0, 223.0, 193.0, 0x000000ff
223.0, 195.0, 224.0, 194.0, 0x000000ff
224.0, 196.0, 225.0, 195.0, 0x000000ff
225.0, 197.0, 226.0, 196.0, 0x000000ff
226.0, 198.0, 227.0, 197.0, 0x000000ff
226.0, 199.0, 227.0, 198.0, 0x000000ff
227.0, 200.0, 228.0, 199.0, 0x000000ff
229.0, 199.0, 227.0, 202.0, 0x000000ff
228.0, 202.0, 229.0, 201.0, 0x000000ff
229.0, 203.0, 230.0, 202.0, 0x000000ff
230.0, 204.0, 231.0, 203.0, 0x000000ff
230.0, 205.0, 231.0, 204.0, 0x000000ff
231.0, 206.0, 232.0, 205.0, 0x000000ff
232.0, 206.0, 233.0, 205.0, 0x000000ff
232.0, 207.0, 233.0, 206.0, 0x000000ff
233.0, 208.0, 234.0, 207.0, 0x000000ff
233.0, 209.0, 234.0, 208.0, 0x000000ff
234.0, 210.0, 235.0, 209.0, 0x000000ff
234.0, 211.0, 235.0, 210.0, 0x000000ff
235.0, 212.0, 236.0, 211.0, 0x000000ff
235.0, 213.0, 236.0, 212.0, 0x000000ff
236.0, 214.0, 237.0, 213.0, 0x000000ff
236.0, 215.0, 237.0, 214.0, 0x000000ff
236.0, 216.0, 237.0, 215.0, 0x000000ff
237.0, 216.0, 238.0, 215.0, 0x000000ff
239.0, 215.0, 237.0, 220.0, 0x000000ff
238.0, 220.0, 239.0, 219.0, 0x000000ff
238.0, 221.0, 239.0, 220.0, 0x000000ff
239.0, 222.0, 240.0, 221.0, 0x000000ff
239.0, 223.0, 240.0, 222.0, 0x000000ff
239.0, 224.0, 240.0, 223.0, 0x000000ff
240.0, 225.0, 241.0, 224.0, 0x000000ff
240.0, 226.0, 241.0, 225.0, 0x000000ff
240.0, 227.0, 241.0, 226.0, 0x000000ff
240.0, 228.0, 241.0, 227.0, 0x000000ff
240.0, 229.0, 241.0, 228.0, 0x000000ff
242.0, 228.0, 240.0, 231.0, 0x000000ff
241.0, 231.0, 242.0, 230.0, 0x000000ff
241.0, 232.0, 242.0, 231.0, 0x000000ff
241.0, 233.0, 242.0, 232.0, 0x000000ff
241.0, 234.0, 242.0, 233.0, 0x000000ff
242.0, 234.0, 243.0, 233.0, 0x000000ff
242.0, 235.0, 243.0, 234.0, 0x000000ff
242.0, 236.0, 243.0, 235.0, 0x000000ff
242.0, 237.0, 243.0, 236.0, 0x000000ff
242.0, 238.0, 243.0, 237.0, 0x000000ff
242.0, 239.0, 243.0, 238.0, 0x000000ff
242.0, 240.0, 243.0, 239.0, 0x000000ff
242.0, 241.0, 243.0, 240.0, 0x000000ff
243.0, 241.0, 244.0, 240.0, 0x000000ff
243.0, 242.0, 244.0, 241.0, 0x000000ff
243.0, 243.0, 244.0, 242.0, 0x000000ff
243.0, 244.0, 244.0, 243.0, 0x000000ff
243.0, 245.0, 244.0, 244.0, 0x000000ff
